OSEBX,Last,High,Low,Officialturnover(NOK)
05.11.02,119.70,120.33,118.97,965806917.00
04.11.02,120.32,120.85,116.52,1272680947.00
01.11.02,116.52,117.48,116.32,821922056.00
31.10.02,117.48,117.51,115.59,1079509278.00
30.10.02,115.59,116.08,114.57,843529698.00
29.10.02,115.28,117.39,115.23,999559724.00
28.10.02,117.39,118.50,117.19,898624939.00
25.10.02,117.21,118.50,116.42,937145844.00
24.10.02,118.50,119.17,117.10,1438397803.00
23.10.02,117.75,119.39,116.19,1073398602.00
22.10.02,119.05,121.53,118.64,1330518126.00
21.10.02,119.94,122.37,119.31,1300413708.00
18.10.02,119.43,121.38,119.17,1582548666.00
17.10.02,121.38,122.36,119.18,1809170305.00
16.10.02,119.18,122.23,118.51,1899708313.00
15.10.02,120.48,120.87,115.88,2290735208.00
14.10.02,116.70,117.62,115.61,934303973.00
11.10.02,116.41,116.41,110.96,1304211928.00
10.10.02,110.96,112.03,110.59,924799387.00
09.10.02,110.77,112.18,110.68,1115138337.00
08.10.02,111.43,112.67,111.29,1113099745.00
07.10.02,111.83,113.29,110.68,912997819.00
04.10.02,113.29,113.79,112.55,1152369624.00
03.10.02,113.40,113.70,111.13,1185800402.00
02.10.02,112.26,114.13,110.80,1638252429.00
01.10.02,110.80,111.04,109.31,1225210784.00
30.09.02,110.62,112.63,110.01,1080362164.00
27.09.02,112.63,114.15,111.59,1735559265.00
26.09.02,112.96,113.60,109.94,1589177357.00
25.09.02,109.94,111.52,108.48,1336064407.00
24.09.02,108.48,112.32,108.45,1339470550.00
23.09.02,112.32,115.77,111.38,1177523349.00
20.09.02,113.66,114.70,112.84,1233667493.00
19.09.02,113.02,117.02,112.55,1643558884.00
18.09.02,117.02,120.81,116.36,1383876407.00
17.09.02,120.81,122.38,120.55,1139826708.00
16.09.02,120.63,123.08,120.30,1024717778.00
13.09.02,121.33,123.91,121.15,1766817003.00
12.09.02,123.91,125.77,123.52,1002421583.00
11.09.02,125.76,126.09,123.92,1316748320.00
10.09.02,124.34,124.59,123.09,1108914530.00
09.09.02,123.09,124.94,122.81,814694720.00
06.09.02,124.62,124.70,121.96,1400513498.00
05.09.02,122.33,126.32,121.37,1133722150.00
04.09.02,125.29,126.86,124.31,1071689396.00
03.09.02,126.86,130.50,126.63,879044058.00
02.09.02,130.50,131.42,129.68,587538005.00
30.08.02,131.42,131.42,128.29,1505944538.00
29.08.02,129.85,132.63,129.71,1422672750.00
28.08.02,132.63,135.21,132.58,1030213813.00
27.08.02,135.21,135.83,133.96,1128938206.00
26.08.02,134.94,136.31,134.86,450290704.00
23.08.02,136.13,137.10,135.42,1310853347.00
22.08.02,136.64,137.28,134.46,1762298058.00
21.08.02,134.46,134.80,132.66,1276352655.00
20.08.02,133.37,134.57,133.06,962998361.00
19.08.02,133.06,134.52,133.02,645244444.00
16.08.02,133.48,135.33,133.01,883308793.00
15.08.02,134.61,135.75,132.56,1264726374.00
14.08.02,132.56,133.89,131.88,780310132.00
13.08.02,133.89,134.14,132.66,780781178.00
12.08.02,132.87,135.15,132.51,667361693.00
09.08.02,134.90,135.35,133.80,925128052.00
08.08.02,134.22,135.64,132.81,1198535754.00
07.08.02,132.91,134.42,131.46,1222921437.00
06.08.02,131.67,132.14,129.22,1082961386.00
05.08.02,130.56,134.86,130.41,591448392.00
02.08.02,134.86,136.71,134.11,612700696.00
01.08.02,136.71,138.43,136.48,902918838.00
31.07.02,136.58,138.07,134.28,1306279632.00
30.07.02,134.60,136.68,134.36,1092061551.00
29.07.02,134.36,134.45,131.83,1006257430.00
26.07.02,131.83,131.88,128.55,930812530.00
25.07.02,131.08,132.86,126.08,1357669108.00
24.07.02,126.08,133.41,123.84,1377476505.00
23.07.02,133.41,139.32,132.60,1084568368.00
22.07.02,137.51,142.33,137.41,901148946.00
19.07.02,142.33,145.48,140.88,861134270.00
18.07.02,145.48,147.20,144.59,1114200579.00
17.07.02,145.40,145.51,142.00,1240438518.00
16.07.02,142.46,144.62,142.25,961117019.00
15.07.02,143.71,145.70,143.58,645520592.00
12.07.02,144.34,147.07,143.56,1368108846.00
11.07.02,145.28,147.25,144.92,1174095878.00
10.07.02,147.25,148.96,147.14,979979009.00
09.07.02,148.96,149.57,147.73,992325050.00
08.07.02,149.52,149.67,147.93,609199188.00
05.07.02,148.80,149.01,145.91,1421236797.00
04.07.02,145.93,147.47,145.35,793880407.00
03.07.02,146.06,148.65,145.28,1261208160.00
02.07.02,148.65,149.77,147.83,998036931.00
01.07.02,149.77,151.24,147.76,1298305712.00
28.06.02,148.45,150.04,147.68,2092128684.00
27.06.02,147.68,149.04,142.59,1522591166.00
26.06.02,142.59,149.81,142.34,1382321701.00
25.06.02,149.81,150.74,149.06,1114995089.00
24.06.02,149.06,153.66,148.89,955267528.00
21.06.02,152.70,153.89,151.47,1050044064.00
20.06.02,153.62,159.11,153.21,1758997610.00
19.06.02,158.06,159.70,157.73,897316952.00
18.06.02,159.70,160.87,159.28,1099625648.00
17.06.02,159.59,159.59,156.01,760783135.00
14.06.02,156.04,160.55,155.85,1093324203.00
13.06.02,160.55,162.53,160.31,1340367606.00
12.06.02,160.41,160.80,158.76,1057238679.00
11.06.02,160.76,160.83,157.08,1534884607.00
10.06.02,157.98,158.12,156.89,751679599.00
07.06.02,156.92,160.75,156.34,1461320778.00
06.06.02,160.75,161.41,159.53,1444356572.00
05.06.02,159.53,161.34,159.53,1385192426.00
04.06.02,160.41,164.99,160.38,1174032706.00
03.06.02,164.99,166.78,164.99,1345785358.00
31.05.02,165.92,167.09,164.48,1962555471.00
30.05.02,165.76,166.79,165.42,1427829792.00
29.05.02,166.78,170.76,166.40,1903857297.00
28.05.02,170.76,172.58,170.38,1109314686.00
27.05.02,172.14,172.71,171.73,426114032.00
24.05.02,172.71,174.17,172.11,1049397124.00
23.05.02,173.75,174.10,172.26,1332614715.00
22.05.02,174.10,177.06,173.63,1323934833.00
21.05.02,177.06,178.18,176.84,1458209414.00
16.05.02,178.18,178.37,176.52,1380056814.00
15.05.02,176.97,178.29,176.65,1172703778.00
14.05.02,177.86,178.10,175.29,1182388525.00
13.05.02,175.29,175.93,174.82,850720614.00
10.05.02,175.93,176.16,174.72,1175648451.00
08.05.02,174.84,175.13,171.76,1334624756.00
07.05.02,171.76,173.11,170.67,1110655043.00
06.05.02,173.11,174.44,172.78,501231950.00
03.05.02,174.44,175.37,174.16,1482793221.00
02.05.02,175.04,175.04,170.51,2054390455.00
30.04.02,170.51,170.86,169.64,1204653761.00
29.04.02,169.64,171.34,168.93,1100795116.00
26.04.02,171.34,172.25,170.82,1195085255.00
25.04.02,171.81,174.79,171.24,1731987363.00
24.04.02,174.79,175.42,174.04,1207022291.00
23.04.02,174.42,175.76,174.01,1182063857.00
22.04.02,175.47,176.64,174.88,936091744.00
19.04.02,176.64,177.85,176.49,1368708211.00
18.04.02,177.85,178.34,177.01,2119058178.00
17.04.02,177.01,177.88,176.56,2909661011.00
16.04.02,176.56,176.59,174.88,1507586383.00
15.04.02,174.88,175.30,174.48,1050756218.00
12.04.02,175.13,175.35,174.72,1396382856.00
11.04.02,175.35,176.25,175.05,1536932815.00
10.04.02,175.05,176.32,174.92,1685512849.00
09.04.02,176.32,176.87,175.81,1167586860.00
08.04.02,176.37,177.62,175.70,1043812419.00
05.04.02,177.50,177.99,176.83,1543945045.00
04.04.02,176.93,180.55,176.32,2039377517.00
03.04.02,180.55,180.75,178.91,1332205116.00
02.04.02,180.06,180.84,179.06,1668168129.00
27.03.02,179.06,179.13,177.61,694277695.00
26.03.02,177.61,177.72,176.49,1042148044.00
25.03.02,177.69,178.47,177.54,762588317.00
22.03.02,177.93,178.77,177.72,1318792255.00
21.03.02,177.98,178.83,175.78,1792269007.00
20.03.02,176.22,178.35,176.22,1350853312.00
19.03.02,178.35,178.68,176.68,2039959478.00
18.03.02,176.68,176.75,175.47,1592631449.00
15.03.02,175.47,175.61,174.48,1720001603.00
14.03.02,174.48,174.85,173.61,1293643743.00
13.03.02,174.35,176.14,174.03,2281365307.00
12.03.02,174.03,174.67,173.07,1685356421.00
11.03.02,174.67,176.82,174.27,2089069510.00
08.03.02,175.29,175.63,171.90,1948006801.00
07.03.02,171.90,172.48,168.79,2378939256.00
06.03.02,168.79,169.32,168.29,1817725664.00
05.03.02,168.72,168.98,166.90,2274271365.00
04.03.02,166.90,168.16,165.51,2199705660.00
01.03.02,165.51,165.93,165.17,2038327447.00
28.02.02,165.46,166.04,164.92,1928272042.00
27.02.02,166.04,166.04,163.93,1582743747.00
26.02.02,163.93,164.03,162.34,1135953402.00
25.02.02,162.34,162.54,161.28,1122172205.00
22.02.02,161.94,162.00,159.85,1446540364.00
21.02.02,160.62,161.51,160.03,1167009306.00
20.02.02,160.03,160.40,159.16,1100027276.00
19.02.02,160.40,161.62,159.70,892763359.00
18.02.02,161.62,162.36,161.47,713725041.00
15.02.02,162.36,162.92,161.82,1057168837.00
14.02.02,162.92,163.48,162.14,1547912829.00
13.02.02,162.31,162.46,161.00,1373019767.00
12.02.02,161.11,162.48,161.09,1350695830.00
11.02.02,161.12,161.38,160.10,1098750983.00
08.02.02,160.10,161.28,160.10,1304232277.00
07.02.02,161.28,161.75,159.65,1723219824.00
06.02.02,161.75,161.89,160.23,1191648215.00
05.02.02,161.63,163.81,161.38,1493506646.00
04.02.02,163.81,163.95,162.43,992986497.00
01.02.02,163.95,164.16,163.38,1291499649.00
31.01.02,163.55,163.66,162.26,1771218516.00
30.01.02,162.26,164.71,162.04,1771824512.00
29.01.02,164.71,165.33,164.05,1950925040.00
28.01.02,164.84,164.87,163.27,1453867635.00
25.01.02,163.27,163.67,162.64,1562093520.00
24.01.02,163.66,163.78,161.40,1757345105.00
23.01.02,161.40,163.03,160.93,2289416805.00
22.01.02,162.63,163.21,161.70,1996368538.00
21.01.02,161.70,161.91,160.72,1304705392.00
18.01.02,161.86,163.04,160.79,1641814541.00
17.01.02,163.04,163.71,161.29,1827451621.00
16.01.02,161.29,163.63,160.80,1679891810.00
15.01.02,163.62,167.41,163.22,2791433969.00
14.01.02,167.41,168.33,166.98,1508251522.00
11.01.02,168.10,169.16,167.34,2143313842.00
10.01.02,168.12,168.89,167.39,1617563342.00
09.01.02,168.89,169.37,166.99,1720201464.00
08.01.02,168.53,170.88,167.72,2131647606.00
07.01.02,170.65,171.74,169.85,2006548926.00
04.01.02,171.33,171.36,169.79,2183636207.00
03.01.02,169.79,170.12,167.85,1705244509.00
02.01.02,167.85,168.31,166.68,936049953.00
28.12.01,167.18,167.66,166.12,1135494507.00
27.12.01,166.12,166.12,161.45,800505419.00
21.12.01,161.45,161.76,159.05,1471222580.00
20.12.01,159.66,159.70,157.57,2188401363.00
19.12.01,157.57,158.39,156.72,1541522180.00
18.12.01,158.39,158.43,157.56,1727311585.00
17.12.01,158.04,159.93,157.57,1536597245.00
14.12.01,159.93,160.27,158.63,1771325510.00
13.12.01,159.62,162.13,158.88,1471298859.00
12.12.01,162.13,162.13,160.77,1753640190.00
11.12.01,161.33,161.44,159.84,1877525579.00
10.12.01,161.26,161.77,160.10,1183783188.00
07.12.01,161.77,162.86,161.35,1489016766.00
06.12.01,162.42,163.41,162.22,2178439330.00
05.12.01,162.32,162.41,159.87,2218922645.00
04.12.01,159.87,159.87,157.93,1411172524.00
03.12.01,157.93,158.89,157.58,948923739.00
30.11.01,158.89,159.37,157.80,1559635227.00
29.11.01,157.80,158.00,156.62,1622847613.00
28.11.01,157.52,158.39,157.01,1403082106.00
27.11.01,158.14,159.14,157.58,2126617100.00
26.11.01,157.58,158.15,156.77,1719814377.00
23.11.01,156.77,157.75,155.94,1657497256.00
22.11.01,157.24,157.26,155.40,1678838793.00
21.11.01,155.40,157.00,155.06,1435133039.00
20.11.01,156.85,158.02,155.93,2880072032.00
19.11.01,155.93,156.99,155.31,1380809190.00
16.11.01,156.20,157.13,154.46,2630807214.00
15.11.01,155.90,157.56,155.28,2791028428.00
14.11.01,157.56,158.56,155.90,2678024773.00
13.11.01,155.90,156.22,151.61,1784309190.00
12.11.01,151.61,155.94,151.04,1293227006.00
09.11.01,155.61,156.36,154.06,1687747214.00
08.11.01,154.19,154.53,152.80,1708874711.00
07.11.01,152.86,153.08,150.81,1585460823.00
06.11.01,151.67,152.25,150.89,1534473068.00
05.11.01,150.97,151.13,148.12,1204623010.00
02.11.01,148.12,149.59,147.76,1017974962.00
01.11.01,148.69,150.36,148.61,1118643828.00
31.10.01,150.36,151.93,149.73,1974670892.00
30.10.01,150.13,151.25,149.03,1679845650.00
29.10.01,151.25,152.04,150.55,1516268847.00
26.10.01,150.62,150.65,147.64,1452150233.00
25.10.01,147.64,150.45,147.21,1700860088.00
24.10.01,149.38,149.92,147.76,1754951271.00
23.10.01,148.12,148.48,146.28,1403278339.00
22.10.01,146.28,146.29,144.45,1018982582.00
19.10.01,144.45,146.11,144.19,1275735394.00
18.10.01,145.98,148.36,145.36,1595168327.00
17.10.01,148.36,148.50,145.09,1871397887.00
16.10.01,145.09,145.10,143.50,1538110478.00
15.10.01,143.69,145.99,143.69,1041068858.00
12.10.01,145.99,146.99,145.02,1484117115.00
11.10.01,146.99,147.04,143.72,1664064142.00
10.10.01,143.72,143.73,141.31,1176766863.00
09.10.01,142.93,144.20,142.08,915200037.00
08.10.01,142.08,143.66,139.95,874518940.00
05.10.01,143.66,145.38,143.02,1133839945.00
04.10.01,145.31,145.38,143.57,1941606274.00
03.10.01,143.57,144.97,142.65,1199082343.00
02.10.01,144.97,144.99,143.42,1334681394.00
01.10.01,144.76,147.08,144.05,1281635843.00
28.09.01,147.08,147.47,144.68,1455882148.00
27.09.01,144.68,145.04,143.18,1209368569.00
26.09.01,143.71,145.11,142.66,1638776390.00
25.09.01,143.12,143.20,139.62,1633613124.00
24.09.01,140.52,140.53,134.06,1583767613.00
21.09.01,134.06,143.15,133.35,1882332515.00
20.09.01,143.15,150.55,138.46,2311151463.00
19.09.01,150.55,156.42,150.28,1653948547.00
18.09.01,155.86,158.95,154.66,1027376183.00
17.09.01,158.95,160.83,155.43,1589521358.00
14.09.01,160.83,164.64,160.81,1723612508.00
13.09.01,163.55,164.50,161.77,1435796934.00
12.09.01,164.30,170.42,161.75,1875539255.00
11.09.01,170.42,172.41,167.89,2237334149.00
10.09.01,170.14,174.51,169.49,1113076987.00
07.09.01,174.51,177.28,173.72,1292046844.00
06.09.01,177.28,178.32,177.02,1138072224.00
05.09.01,178.32,178.42,176.48,1358933139.00
04.09.01,177.05,177.05,174.54,1360888203.00
03.09.01,175.65,176.94,175.35,975496566.00
31.08.01,176.62,177.58,176.00,1945046699.00
30.08.01,177.58,178.40,176.62,1709967249.00
29.08.01,178.40,180.66,177.61,1579433719.00
28.08.01,180.66,181.42,180.48,1184453361.00
27.08.01,181.20,182.51,181.03,936535506.00
24.08.01,181.69,182.01,180.18,1302654619.00
23.08.01,180.23,181.40,179.73,950753874.00
22.08.01,181.11,181.19,179.09,1641408926.00
21.08.01,180.88,180.89,179.93,1155661159.00
20.08.01,180.06,182.09,179.11,812746283.00
17.08.01,181.86,184.00,181.37,1165952871.00
16.08.01,183.36,183.69,182.65,1622128143.00
15.08.01,183.25,184.19,182.98,946892579.00
14.08.01,184.19,184.46,183.57,1139720863.00
13.08.01,183.99,184.95,183.79,774170904.00
10.08.01,183.79,185.63,183.48,1386624266.00
09.08.01,183.52,184.57,182.82,1520842180.00
08.08.01,184.57,185.40,184.17,1280637035.00
07.08.01,185.40,185.69,184.09,1675779792.00
06.08.01,185.66,186.76,185.09,928625439.00
03.08.01,186.73,188.14,186.69,979533037.00
02.08.01,187.80,188.12,187.32,1513347032.00
01.08.01,187.53,188.30,187.19,1224403348.00
31.07.01,187.28,187.85,186.65,1075508554.00
30.07.01,187.00,187.00,185.84,721731990.00
27.07.01,186.16,186.31,184.31,1246081126.00
26.07.01,184.31,184.32,182.55,1202874074.00
25.07.01,182.55,184.32,181.60,1149227843.00
24.07.01,184.32,186.62,184.03,978368099.00
23.07.01,186.62,187.45,184.64,1020961410.00
20.07.01,184.86,185.50,184.21,860361599.00
19.07.01,185.50,185.55,181.69,1349143089.00
18.07.01,182.33,183.71,180.98,1144906513.00
17.07.01,183.71,185.36,183.19,1676095616.00
16.07.01,185.36,186.75,183.75,1130698418.00
13.07.01,186.75,190.18,186.36,1948684354.00
12.07.01,189.57,191.23,189.56,1853732354.00
11.07.01,189.71,190.41,188.70,1208283875.00
10.07.01,190.41,191.91,189.95,1571346541.00
09.07.01,191.91,192.18,190.56,901703745.00
06.07.01,192.18,192.82,191.82,905967996.00
05.07.01,192.43,193.60,192.41,1105292169.00
04.07.01,193.58,193.95,193.15,762293124.00
03.07.01,193.50,193.98,193.02,1203975150.00
02.07.01,193.38,194.26,192.04,1901322282.00
29.06.01,192.04,192.80,190.36,2657073214.00
28.06.01,190.36,190.71,188.42,4260929069.00
27.06.01,190.63,191.65,190.46,2578133604.00
26.06.01,190.72,193.31,189.95,2161597113.00
25.06.01,193.31,193.67,192.44,2037573716.00
22.06.01,193.38,193.62,192.35,2250096632.00
21.06.01,192.50,194.44,192.50,2497412451.00
20.06.01,194.26,194.63,192.91,2297198995.00
19.06.01,194.63,195.33,191.31,3700767848.00
18.06.01,193.31,194.11,192.83,910826489.00
15.06.01,193.69,195.40,191.75,1599731907.00
14.06.01,195.40,198.90,195.03,2233004806.00
13.06.01,198.90,199.26,195.78,1531844089.00
12.06.01,195.78,199.83,195.45,1551953691.00
11.06.01,199.83,202.41,199.55,1185778377.00
08.06.01,202.41,203.10,201.97,1814849966.00
07.06.01,201.97,202.70,201.01,1823526792.00
06.06.01,202.65,203.72,202.21,1765481828.00
05.06.01,202.75,203.30,201.71,1646769122.00
01.06.01,201.71,201.73,199.91,1307435884.00
31.05.01,201.36,201.77,199.48,1879205508.00
30.05.01,201.32,202.73,200.88,2310500267.00
29.05.01,202.44,204.70,202.18,1738954539.00
28.05.01,204.65,205.30,204.08,882244708.00
25.05.01,205.23,205.26,202.99,1369237941.00
23.05.01,202.99,203.76,202.64,2058652130.00
22.05.01,203.7057,,,2882676964.00
21.05.01,203.4979,,,2207689024.00
18.05.01,198.6353,,,2156308867.00
16.05.01,194.4034,,,2083858568.00
15.05.01,195.8305,,,1611662828.00
14.05.01,194.4378,,,1205956388.00
11.05.01,198.8337,,,1793111834.00
10.05.01,198.1689,,,2083741030.00
09.05.01,195.3053,,,1616647387.00
08.05.01,196.3964,,,1759505625.00
07.05.01,196.2115,,,1014950630.00
04.05.01,194.116,,,1312181219.00
03.05.01,193.5221,,,1895967402.00
02.05.01,195.8964,,,1661076015.00
30.04.01,195.7603,,,1213920510.00
27.04.01,194.1137,,,1854235202.00
26.04.01,190.8044,,,2258670722.00
25.04.01,190.6953,,,1589986973.00
24.04.01,191.1661,,,1679603288.00
23.04.01,188.5366,,,1634295027.00
20.04.01,188.2572,,,1904287301.00
19.04.01,189.1803,,,2564551668.00
18.04.01,189.8685,,,1780114492.00
17.04.01,188.0042,,,1082347098.00
11.04.01,189.6939,,,652839872.00
10.04.01,187.8273,,,933611280.00
09.04.01,184.1992,,,590166402.00
06.04.01,184.068,,,1501675347.00
05.04.01,184.4206,,,1687282677.00
04.04.01,180.372,,,1522682623.00
03.04.01,181.1056,,,1426204790.00
02.04.01,184.1792,,,1520850507.00
30.03.01,184.1294,,,1413159314.00
29.03.01,181.6685,,,1204669972.00
28.03.01,182.0276,,,1196119414.00
27.03.01,183.4432,,,1550218316.00
26.03.01,180.8698,,,1153113393.00
23.03.01,178.1605,,,1686681527.00
22.03.01,178.9437,,,1850993764.00
21.03.01,184.6343,,,1246580470.00
20.03.01,187.5446,,,1839411144.00
19.03.01,185.2394,,,1102040194.00
16.03.01,188.012,,,1417560589.00
15.03.01,189.9974,,,2398172011.00
14.03.01,186.7809,,,2344383812.00
13.03.01,193.3729,,,2605398025.00
12.03.01,197.2689,,,1238708970.00
09.03.01,201.3707,,,1135261730.00
08.03.01,202.6439,,,1729159766.00
07.03.01,202.6922,,,1757735372.00
06.03.01,204.1083,,,2325309750.00
05.03.01,199.5346,,,1590409165.00
02.03.01,196.449,,,1441134333.00
01.03.01,195.8321,,,1973865036.00
28.02.01,200.8298,,,1252611911.00
27.02.01,201.4397,,,1464361111.00
26.02.01,201.4647,,,1218449105.00
23.02.01,200.5735,,,1880246853.00
22.02.01,201.7065,,,1668294585.00
21.02.01,200.624,,,1427084560.00
20.02.01,201.7407,,,1594637117.00
19.02.01,201.4818,,,1397296531.00
16.02.01,198.8235,,,1541980060.00
15.02.01,199.3664,,,1759504827.00
14.02.01,200.1577,,,1632726615.00
13.02.01,202.2704,,,1902846085.00
12.02.01,200.2551,,,1591897483.00
09.02.01,203.6119,,,2231563505.00
08.02.01,204.9037,,,2322680829.00
07.02.01,203.5944,,,2053302806.00
06.02.01,204.0614,,,1976272529.00
05.02.01,201.9055,,,1665474117.00
02.02.01,202.9327,,,1490663360.00
01.02.01,202.184,,,2381266290.00
31.01.01,201.1837,,,3260887596.00
30.01.01,198.6082,,,2933062997.00
29.01.01,196.6573,,,2536073384.00
26.01.01,198.3797,,,1699229318.00
25.01.01,197.0924,,,2345433692.00
24.01.01,198.3621,,,2675946521.00
23.01.01,196.9798,,,2063041035.00
22.01.01,196.3496,,,1568932517.00
19.01.01,197.9427,,,3118042628.00
18.01.01,198.3408,,,2351481454.00
17.01.01,198.1845,,,2203519962.00
16.01.01,194.2871,,,1367862657.00
15.01.01,196.165,,,1482547039.00
12.01.01,195.9405,,,2217416155.00
11.01.01,194.7013,,,2193460349.00
10.01.01,195.241,,,1746291731.00
09.01.01,196.4337,,,1345761279.00
08.01.01,198.1583,,,1000289060.00
05.01.01,197.6946,,,1922902805.00
04.01.01,196.3817,,,1649860067.00
03.01.01,192.6198,,,1292022320.00
02.01.01,199.2077,,,1049134009.00
29.12.00,195.791,,,955878973.00
28.12.00,196.3393,,,754097650.00
27.12.00,194.3175,,,554278530.00
22.12.00,188.0216,,,1063735330.00
21.12.00,183.0928,,,1584862859.00
20.12.00,185.3594,,,1334499672.00
19.12.00,190.4208,,,1341146573.00
18.12.00,189.6955,,,765929461.00
15.12.00,189.8879,,,1100939962.00
14.12.00,195.0462,,,1162414529.00
13.12.00,198.152,,,1549986563.00
12.12.00,194.3878,,,1362862246.00
11.12.00,193.7523,,,1138142051.00
08.12.00,191.7154,,,1143966735.00
07.12.00,190.2104,,,1056017733.00
06.12.00,193.0138,,,1216016081.00
05.12.00,191.7919,,,1179655329.00
04.12.00,189.689,,,1018203016.00
01.12.00,196.2098,,,1286642863.00
30.11.00,195.5741,,,1904400337.00
29.11.00,201.4958,,,1339335397.00
28.11.00,201.9893,,,1066962024.00
27.11.00,205.578,,,919734640.00
24.11.00,202.6718,,,917564710.00
23.11.00,199.6856,,,1108310159.00
22.11.00,197.3947,,,1234337193.00
21.11.00,202.7234,,,1388682730.00
20.11.00,204.7627,,,961429810.00
17.11.00,207.3547,,,1343995261.00
16.11.00,207.169,,,1401261482.00
15.11.00,208.4216,,,1377320229.00
14.11.00,210.8052,,,1174942785.00
13.11.00,208.4526,,,791260778.00
10.11.00,212.6327,,,1469206456.00
09.11.00,215.6703,,,1007105633.00
08.11.00,217.0708,,,1386671758.00
07.11.00,217.8063,,,1379787520.00
06.11.00,219.9942,,,1097253609.00
03.11.00,218.2732,,,2025176577.00
02.11.00,216.368,,,2690755137.00
01.11.00,213.9708,,,1850841318.00
31.10.00,212.9206,,,1899878770.00
30.10.00,209.4256,,,1143000423.00
27.10.00,212.2532,,,1672207242.00
26.10.00,210.548,,,2061992220.00
25.10.00,209.4799,,,1675202002.00
24.10.00,212.0564,,,1685036917.00
23.10.00,208.109,,,965441012.00
20.10.00,205.9111,,,1608087883.00
19.10.00,205.0882,,,1778835864.00
18.10.00,198.2468,,,1553176604.00
17.10.00,204.0595,,,2135906345.00
16.10.00,206.5522,,,2610266676.00
13.10.00,206.4266,,,1431020936.00
12.10.00,208.1099,,,1574653241.00
11.10.00,207.7965,,,1608168423.00
10.10.00,212.3071,,,1199503404.00
09.10.00,212.1284,,,735442410.00
06.10.00,214.5828,,,1185695186.00
05.10.00,214.2382,,,940367112.00
04.10.00,215.0841,,,1224036595.00
03.10.00,218.0762,,,1408967943.00
02.10.00,215.5255,,,943449810.00
29.09.00,213.9412,,,1656011589.00
28.09.00,213.2562,,,854960032.00
27.09.00,214.294,,,1260810188.00
26.09.00,212.6159,,,1024779072.00
25.09.00,214.3362,,,1195149368.00
22.09.00,213.6781,,,1814164543.00
21.09.00,217.8854,,,1768550136.00
20.09.00,219.7653,,,1550194494.00
19.09.00,222.7839,,,1862491777.00
18.09.00,223.6452,,,1426071480.00
15.09.00,224.3966,,,1515136876.00
14.09.00,225.037,,,2249033502.00
13.09.00,221.6937,,,1626801564.00
12.09.00,222.9855,,,2456298031.00
11.09.00,219.5851,,,1465820526.00
08.09.00,218.6386,,,2763895830.00
07.09.00,218.094,,,2115338596.00
06.09.00,216.8941,,,2320305114.00
05.09.00,217.1203,,,1773598231.00
04.09.00,219.1273,,,1230582030.00
01.09.00,220.604,,,2122567533.00
31.08.00,220.584,,,1872554202.00
30.08.00,218.5384,,,2220636396.00
29.08.00,218.9972,,,1880565812.00
28.08.00,218.851,,,1614206252.00
25.08.00,220.8575,,,2408123116.00
24.08.00,220.6745,,,2612419198.00
23.08.00,218.3571,,,2217513904.00
22.08.00,216.2182,,,2012931989.00
21.08.00,217.4384,,,2111601551.00
18.08.00,213.3728,,,1758981844.00
17.08.00,212.8558,,,2086860668.00
16.08.00,212.7299,,,1593698086.00
15.08.00,211.1037,,,2083285276.00
14.08.00,210.6568,,,1916401253.00
11.08.00,206.8046,,,1713955355.00
10.08.00,204.9706,,,1608561534.00
09.08.00,206.6622,,,2382899868.00
08.08.00,204.0287,,,6383599789.00
07.08.00,203.2911,,,1012831824.00
04.08.00,203.2977,,,2300021469.00
03.08.00,200.9544,,,1442873110.00
02.08.00,202.351,,,9392912711.00
01.08.00,202.3479,,,1062741317.00
31.07.00,201.7848,,,576812019.00
28.07.00,202.3872,,,988524116.00
27.07.00,201.6407,,,644963765.00
26.07.00,203.1219,,,766490208.00
25.07.00,202.9203,,,802403947.00
24.07.00,203.2908,,,617332422.00
21.07.00,202.8394,,,783364407.00
20.07.00,202.591,,,927355799.00
19.07.00,202.1218,,,1050600415.00
18.07.00,201.617,,,809909755.00
17.07.00,201.6141,,,886454652.00
14.07.00,201.8472,,,1351812853.00
13.07.00,201.5975,,,1149899777.00
12.07.00,199.9728,,,1362316079.00
11.07.00,197.3557,,,1383470992.00
10.07.00,197.096,,,598880945.00
07.07.00,198.2122,,,986284201.00
06.07.00,196.7426,,,945022670.00
05.07.00,196.4212,,,916861092.00
04.07.00,196.9044,,,616155765.00
03.07.00,197.7044,,,1400007512.00
30.06.00,196.2783,,,1096482834.00
29.06.00,194.5644,,,976125815.00
28.06.00,196.2004,,,1317407187.00
27.06.00,194.8567,,,1262511250.00
26.06.00,194.1695,,,898788275.00
23.06.00,193.3766,,,1418693960.00
22.06.00,192.2521,,,1004153884.00
21.06.00,190.9931,,,1092230939.00
20.06.00,193.2997,,,1085607769.00
19.06.00,194.7175,,,823640493.00
16.06.00,194.8939,,,1542706559.00
15.06.00,193.2757,,,1408015327.00
14.06.00,193.4601,,,1258753522.00
13.06.00,193.3202,,,1057168806.00
09.06.00,192.5894,,,1183985059.00
08.06.00,191.9277,,,1067924905.00
07.06.00,190.5295,,,1210424705.00
06.06.00,190.4035,,,1276709924.00
05.06.00,192.3479,,,1160900555.00
02.06.00,194.2545,,,1292392934.00
31.05.00,190.6267,,,1166307089.00
30.05.00,191.2399,,,825333090.00
29.05.00,189.3673,,,452858876.00
